,id,tweet,label,text
4755,656,Our daily update is published. We’ve now tracked 6.6 million tests up ~321k from yesterday a new single-day record. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/tmZloeBjne,0,Our daily update is published. We’ve now tracked 6.6 million tests up ~321k from yesterday a new single-day record. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/tmZloeBjne
7480,544,RT @WHO: All over the 🌎🌍🌏 #healthworkers are fighting day and night to keep us safe from the #COVID19! Take a minute today to say: #Thank…,0,RT @WHO: All over the 🌎🌍🌏 #healthworkers are fighting day and night to keep us safe from the #COVID19! Take a minute today to say: #Thank…
393,60,Central government has given permission for schools to re-open.,1,Central government has given permission for schools to re-open.
2826,576,RT @GlobalFund: Report: COVID-19 has potential to disrupt health services - systems becoming overwhelmed intervention to slow #COVID19 inh…,0,RT @GlobalFund: Report: COVID-19 has potential to disrupt health services - systems becoming overwhelmed intervention to slow #COVID19 inh…
230,3604,Doctors recommend vitamin C and fennel seed tea to help avoid the novel coronavirus.,1,Doctors recommend vitamin C and fennel seed tea to help avoid the novel coronavirus.
6663,2104,Our daily update is published. We’ve now tracked 7.5 million tests up 260k from yesterday. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/1YwB8fQaT9,0,Our daily update is published. We’ve now tracked 7.5 million tests up 260k from yesterday. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/1YwB8fQaT9
41,104,RT @CDCDirector: We owe it to our nation’s children to take personal responsibility to do everything we can to lower the levels of #COVID19…,0,RT @CDCDirector: We owe it to our nation’s children to take personal responsibility to do everything we can to lower the levels of #COVID19…
6050,1250,RT @icmrnirrh: #COVID19 #Pandemic increases the risk of perinatal anxiety depression &amp; #DomesticViolence It is critically important that s…,0,RT @icmrnirrh: #COVID19 #Pandemic increases the risk of perinatal anxiety depression &amp; #DomesticViolence It is critically important that s…
7175,884,Fifty-one new cases of #COVID19 have been reported; 32 in Lagos 6 in Kano 5 in Kwara 2 in FCT 2 in Oyo 2 in Katsina 1 in Ogun 1 in Ekiti As at 10:10 pm 17th April there are 493 confirmed cases of #COVID19 reported in Nigeria. Discharged: 159 Deaths: 17 #TakeResponsibility https://t.co/PKWwUsJVBP,0,Fifty-one new cases of #COVID19 have been reported; 32 in Lagos 6 in Kano 5 in Kwara 2 in FCT 2 in Oyo 2 in Katsina 1 in Ogun 1 in Ekiti As at 10:10 pm 17th April there are 493 confirmed cases of #COVID19 reported in Nigeria. Discharged: 159 Deaths: 17 #TakeResponsibility https://t.co/PKWwUsJVBP
5321,3140,Our daily update is published. States reported 675k tests 43k cases and 1249 deaths. https://t.co/2hPqsd2QED,0,Our daily update is published. States reported 675k tests 43k cases and 1249 deaths. https://t.co/2hPqsd2QED
2453,582,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 07 September 2020 8 AM) ➡️States with 1-15000 confirmed cases ➡️States with 15001-100000 confirmed cases ➡️States with 100000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/ptDL6GFfzv,0,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 07 September 2020 8 AM) ➡️States with 1-15000 confirmed cases ➡️States with 15001-100000 confirmed cases ➡️States with 100000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/ptDL6GFfzv
1123,1096,Prince Harry and Meghan Markle Blame President Trump For The Coronavirus Getting Totally Out of Hand https://t.co/hYGuiNCsEm #donaldtrump,1,Prince Harry and Meghan Markle Blame President Trump For The Coronavirus Getting Totally Out of Hand https://t.co/hYGuiNCsEm #donaldtrump
2357,1916,Did you see those Clive Palmer ads spruiking hydroxycholoroquine as a treatment for #COVID19 in NewsCorp papers recently? @MadMorris runs the rule over the claims in the ad for #CoronaCheck on @BreakfastNews https://t.co/37b26ZqBwr,1,Did you see those Clive Palmer ads spruiking hydroxycholoroquine as a treatment for #COVID19 in NewsCorp papers recently? @MadMorris runs the rule over the claims in the ad for #CoronaCheck on @BreakfastNews https://t.co/37b26ZqBwr
8470,286,Just watch this video and remember that incident when Zomato's Deepinder made a big deal out of someone refusing a delivery from a Muslim guy. There have been so many incidents that you just can't trust them. Who wants to eat food contaminated with spit?,1,Just watch this video and remember that incident when Zomato's Deepinder made a big deal out of someone refusing a delivery from a Muslim guy. There have been so many incidents that you just can't trust them. Who wants to eat food contaminated with spit?
6005,1929,"""I've Received Death Threats"" We Speak With The Bat Responsible For Covid-19 https://t.co/qD9DZg2FcX",1,"""I've Received Death Threats"" We Speak With The Bat Responsible For Covid-19 https://t.co/qD9DZg2FcX"
6478,1733,Avoid the 3️⃣ Cs. There are certain places where #COVID19 spreads more easily: 1️⃣ Crowded places 2️⃣ Close-contact settings 3️⃣ Confined and enclosed spaces https://t.co/JStNgij5Gh,0,Avoid the 3️⃣ Cs. There are certain places where #COVID19 spreads more easily: 1️⃣ Crowded places 2️⃣ Close-contact settings 3️⃣ Confined and enclosed spaces https://t.co/JStNgij5Gh
6879,430,Reduce your risk of exposure to respiratory diseases like #COVID19: wash hands often w/ soap &amp; water for at least 20 seconds. If soap &amp; water aren’t available use an alcohol-based hand sanitizer that contains at least 60% alcohol. https://t.co/qbIZmiuPwQ #SuperTuesday https://t.co/8cuxXGeF3I,0,Reduce your risk of exposure to respiratory diseases like #COVID19: wash hands often w/ soap &amp; water for at least 20 seconds. If soap &amp; water aren’t available use an alcohol-based hand sanitizer that contains at least 60% alcohol. https://t.co/qbIZmiuPwQ #SuperTuesday https://t.co/8cuxXGeF3I
6595,2011,Delhi Public School Selling Face Masks For Rs. 400 Each,1,Delhi Public School Selling Face Masks For Rs. 400 Each
7603,60,UPDATE: 3 new labs have been included in our molecular laboratory network for #COVID19 at 🧪@UpthOnline Port Harcourt 🧪@RSUTH_PH satellite lab Port Harcourt 🧪@ubthng PCR laboratory Benin This brings the number of labs in Nigeria with the capacity to test for #COVID19 to 23 https://t.co/MveUAJp5KO,0,UPDATE: 3 new labs have been included in our molecular laboratory network for #COVID19 at 🧪@UpthOnline Port Harcourt 🧪@RSUTH_PH satellite lab Port Harcourt 🧪@ubthng PCR laboratory Benin This brings the number of labs in Nigeria with the capacity to test for #COVID19 to 23 https://t.co/MveUAJp5KO
4474,949,Union Home Minister Amit Shah Tamil Nadu Governor Banwarilal Purohit and UP BJP President Swatantra Dev Singh have tested positive for the coronavirus infection. Bollywood superstar Amitabh Bachchan has recovered from the infection. #coronavirus #coronavirusFacts https://t.co/1gwD98A09o,1,Union Home Minister Amit Shah Tamil Nadu Governor Banwarilal Purohit and UP BJP President Swatantra Dev Singh have tested positive for the coronavirus infection. Bollywood superstar Amitabh Bachchan has recovered from the infection. #coronavirus #coronavirusFacts https://t.co/1gwD98A09o
4803,2535,And yet: we have known that our numbers were a lower bound on the number of tests for a while. We were just missing some total test numbers from big states. Now that some of those have been filled (thanks TX MA!)—we have more data going uncaptured: private lab testing.,0,And yet: we have known that our numbers were a lower bound on the number of tests for a while. We were just missing some total test numbers from big states. Now that some of those have been filled (thanks TX MA!)—we have more data going uncaptured: private lab testing.
1569,3613,Israel has become the first country in the world to announce a second national #coronavirus lockdown https://t.co/RGJPHG6LbV,0,Israel has become the first country in the world to announce a second national #coronavirus lockdown https://t.co/RGJPHG6LbV
2177,4016,#FactCheck Don't stop wearing #Masks during #COVIDー19 #pandemic just bcoz u saw some #FakeNews of @WHO's Dr.@mvankerkhove. @WHO has askd everyone to wear masks not discard it. @mvankerkhove has clarified that she was quoted out of context. #FactsMatter https://t.co/EXuKK7Wasa,1,#FactCheck Don't stop wearing #Masks during #COVIDー19 #pandemic just bcoz u saw some #FakeNews of @WHO's Dr.@mvankerkhove. @WHO has askd everyone to wear masks not discard it. @mvankerkhove has clarified that she was quoted out of context. #FactsMatter https://t.co/EXuKK7Wasa
6634,1634,RT @drharshvardhan: #COVID19 UPDATE ! 👉68584 COVID-19 patients have recovered in the last 24 hours. 👉This has led to a surge in the tota…,0,RT @drharshvardhan: #COVID19 UPDATE ! 👉68584 COVID-19 patients have recovered in the last 24 hours. 👉This has led to a surge in the tota…
6812,1101,Coronavirus hospital admissions in England reach highest level since July. Follow latest #coronavirus updates 👇 https://t.co/NyZLPJyfxM,0,Coronavirus hospital admissions in England reach highest level since July. Follow latest #coronavirus updates 👇 https://t.co/NyZLPJyfxM
61,1254,"@MaximeBernier @cafreeland Francis Boyle wrote the bio weapons act unanimously passed by congress. He says Covid is a offensive biological weapon. Plus the leading Chinese expert whistle blower agrees. How about some truth?
https://t.co/xwgGhAlYfy",1,"@MaximeBernier @cafreeland Francis Boyle wrote the bio weapons act unanimously passed by congress. He says Covid is a offensive biological weapon. Plus the leading Chinese expert whistle blower agrees. How about some truth?
https://t.co/xwgGhAlYfy"
4793,3853,@anjan1588 @COVIDNewsByMIB @MoHFW_INDIA @PMOIndia @HMOIndia @PIBHomeAffairs @drharshvardhan @PrakashJavdekar @PIB_India @DDNewslive @airnewsalerts @ndmaindia All efforts are in progress worldwide for vaccine development which are in various stages of development . In India 3 #COVID19 vaccine trials are underway. The DCGI has permitted Serum Institute of India (SII) to conduct Phase 3 trials of the vaccine developed by the Oxford Uni,0,@anjan1588 @COVIDNewsByMIB @MoHFW_INDIA @PMOIndia @HMOIndia @PIBHomeAffairs @drharshvardhan @PrakashJavdekar @PIB_India @DDNewslive @airnewsalerts @ndmaindia All efforts are in progress worldwide for vaccine development which are in various stages of development . In India 3 #COVID19 vaccine trials are underway. The DCGI has permitted Serum Institute of India (SII) to conduct Phase 3 trials of the vaccine developed by the Oxford Uni
7882,3368,436 new cases of #COVID19Nigeria; Lagos-169 Oyo-52 Plateau-31 Imo-29 Kaduna-28 Ogun-23 FCT-18 Enugu-18 Bauchi-17 Bayelsa-14 Rivers-8 Osun-6 Kano-6 Edo-5 Benue-5 Adamawa-3 Borno-2 Abia-1 Ekiti-1 20244 confirmed 6879 discharged 518 deaths https://t.co/Y1GqUgSMwI,0,436 new cases of #COVID19Nigeria; Lagos-169 Oyo-52 Plateau-31 Imo-29 Kaduna-28 Ogun-23 FCT-18 Enugu-18 Bauchi-17 Bayelsa-14 Rivers-8 Osun-6 Kano-6 Edo-5 Benue-5 Adamawa-3 Borno-2 Abia-1 Ekiti-1 20244 confirmed 6879 discharged 518 deaths https://t.co/Y1GqUgSMwI
5011,1190,Florida didn't just break the record for reported cases. It also shattered the mark for cases per million population. New York at peak hit 595. Today Florida reported 712 cases per million. Arkansas also entered the 500+ tier where we've only seen FL AZ and LA. https://t.co/KeQmHMA9as,0,Florida didn't just break the record for reported cases. It also shattered the mark for cases per million population. New York at peak hit 595. Today Florida reported 712 cases per million. Arkansas also entered the 500+ tier where we've only seen FL AZ and LA. https://t.co/KeQmHMA9as
4769,190,The average number of cases nationwide has flattened over the past week breaking the downward trend we had seen in the beginning of August. https://t.co/S95tiOEcwN,0,The average number of cases nationwide has flattened over the past week breaking the downward trend we had seen in the beginning of August. https://t.co/S95tiOEcwN
402,1099,A Noted Meteorologist Says The California Wildfires are Being Fanned by the Coronavirus https://t.co/HYcbefyW8s #coronavirus,1,A Noted Meteorologist Says The California Wildfires are Being Fanned by the Coronavirus https://t.co/HYcbefyW8s #coronavirus
332,115,The vaccine against the new coronavirus has existed since 2001,1,The vaccine against the new coronavirus has existed since 2001
6753,1230,Announcing our Long-Term Care COVID Tracker—the most comprehensive dataset on COVID-19 in long-term care facilities in the Unisted States. https://t.co/HS5Vmi2XVB,0,Announcing our Long-Term Care COVID Tracker—the most comprehensive dataset on COVID-19 in long-term care facilities in the Unisted States. https://t.co/HS5Vmi2XVB
2874,1846,On-the-ground reporting has been indicating that testing capacity is constrained right now but we hadn’t seen that in our data. Now after weeks of the 7-day average moving upwards testing has stalled even as cases reach new highs. https://t.co/NAZCAgET12,0,On-the-ground reporting has been indicating that testing capacity is constrained right now but we hadn’t seen that in our data. Now after weeks of the 7-day average moving upwards testing has stalled even as cases reach new highs. https://t.co/NAZCAgET12
2670,4339,We are also beginning to track and will soon report outcomes data. We're working with @propublica's network of reporters to make these numbers as comprehensive as possible. Only a few dozen states currently report them in any form. https://t.co/55IWLdkQyy,0,We are also beginning to track and will soon report outcomes data. We're working with @propublica's network of reporters to make these numbers as comprehensive as possible. Only a few dozen states currently report them in any form. https://t.co/55IWLdkQyy
6080,1836,Most key indicators used to track #COVID19 such as the percentage of deaths attributed to pneumonia influenza or COVID-19 fell from the prior week. CDC will continue to monitor closely in the coming weeks. See #COVIDView report: https://t.co/zP4VYlo0Pb https://t.co/70kcRQSKUz,0,Most key indicators used to track #COVID19 such as the percentage of deaths attributed to pneumonia influenza or COVID-19 fell from the prior week. CDC will continue to monitor closely in the coming weeks. See #COVIDView report: https://t.co/zP4VYlo0Pb https://t.co/70kcRQSKUz
1111,1417,The coming weeks could see a possible increase of #COVID19 cases as states reopen. It’s too soon to tell if this will happen but CDC is working closely with state health departments to monitor activity. Learn more about COVID-19: https://t.co/Ie7Kqshz2p https://t.co/Tdh87rBM3B,0,The coming weeks could see a possible increase of #COVID19 cases as states reopen. It’s too soon to tell if this will happen but CDC is working closely with state health departments to monitor activity. Learn more about COVID-19: https://t.co/Ie7Kqshz2p https://t.co/Tdh87rBM3B
4141,4670,RT @PIB_India: Over 42 thousand samples tested so far; 123 labs are functional 49 private labs have been given clearance 399 patients hav…,0,RT @PIB_India: Over 42 thousand samples tested so far; 123 labs are functional 49 private labs have been given clearance 399 patients hav…
4981,4896,Stoner Strung Out To Fuck Thanks To Lockdown Restrictions https://t.co/0h81pytNX9,1,Stoner Strung Out To Fuck Thanks To Lockdown Restrictions https://t.co/0h81pytNX9
3704,2375,Ontario government announces plan to blame the feds if school reopening plan goes wrong #onpoli #cdnpoli https://t.co/yDMusjPFYQ https://t.co/APn3IsWRFe,1,Ontario government announces plan to blame the feds if school reopening plan goes wrong #onpoli #cdnpoli https://t.co/yDMusjPFYQ https://t.co/APn3IsWRFe
245,1586,A person with coronavirus is in Andorra on 2/10/20.,1,A person with coronavirus is in Andorra on 2/10/20.
1193,2439,We've now tracked 31142 hospitalizations and 4700 deaths. Today's numbers show the largest single-day increases in both. https://t.co/E3ts7woepG,0,We've now tracked 31142 hospitalizations and 4700 deaths. Today's numbers show the largest single-day increases in both. https://t.co/E3ts7woepG
3624,483,"Lingering damage caused by COVID suggests thousands of “Long-Haulers"" in the U.S. have been sick for extended periods of time. Doctors believe there to be a possible connection to Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) @Atlantic https://t.co/oYeOkbYZrr",0,"Lingering damage caused by COVID suggests thousands of “Long-Haulers"" in the U.S. have been sick for extended periods of time. Doctors believe there to be a possible connection to Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) @Atlantic https://t.co/oYeOkbYZrr"
1790,433,The 7-day average of COVID-19 deaths remained above 1000 as it has since July 30. However reported deaths were lower than the previous Tuesday for the first time in 5 weeks. Tuesdays in dark grey below. https://t.co/TbO05c2vLu,0,The 7-day average of COVID-19 deaths remained above 1000 as it has since July 30. However reported deaths were lower than the previous Tuesday for the first time in 5 weeks. Tuesdays in dark grey below. https://t.co/TbO05c2vLu
3755,1562,No significant mutation in SARS-CoV-2 in India. ICMR is actively exploring saliva based test for #COVID19 Dispels doubts raised over failure of one vaccine in clinical trials says trials are continuing only after expert committee reappraisal Details: https://t.co/X5oWj7M8Vd https://t.co/FPdIDDEfFy,0,No significant mutation in SARS-CoV-2 in India. ICMR is actively exploring saliva based test for #COVID19 Dispels doubts raised over failure of one vaccine in clinical trials says trials are continuing only after expert committee reappraisal Details: https://t.co/X5oWj7M8Vd https://t.co/FPdIDDEfFy
3064,1474,CDC flip-flops testing recommendations. Again. https://t.co/VBr8fUYKM6 https://t.co/HHvqf9ZmC0,0,CDC flip-flops testing recommendations. Again. https://t.co/VBr8fUYKM6 https://t.co/HHvqf9ZmC0
2641,5473,November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.,1,November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.
7931,818,States reported 1192 deaths. The 7-day average went up over 1000 for the first time in a week. https://t.co/cSHitDabB1,0,States reported 1192 deaths. The 7-day average went up over 1000 for the first time in a week. https://t.co/cSHitDabB1
1210,710,Coronavirus: Labour conference 'with a difference' to welcome twice as many as normal annual event https://t.co/69AmGACDZb,0,Coronavirus: Labour conference 'with a difference' to welcome twice as many as normal annual event https://t.co/69AmGACDZb
2996,311,"200 new cases of COVID-19 registered in Lithuania. People are ""cleansed with bleach"" at the Vilnius international airport and taken to a small tent-town nearby.",1,"200 new cases of COVID-19 registered in Lithuania. People are ""cleansed with bleach"" at the Vilnius international airport and taken to a small tent-town nearby."
997,776,"I am also doing this, taking Vitamin D for COVID.

I think the evidence is moderate-ish right now, not conclusive. But there's no real downside at all to taking moderate doses AFAIK. And people living in the northern latitudes in the winter probably need Vitamin D anyways. https://t.co/aVSGw6LPhn",1,"I am also doing this, taking Vitamin D for COVID.

I think the evidence is moderate-ish right now, not conclusive. But there's no real downside at all to taking moderate doses AFAIK. And people living in the northern latitudes in the winter probably need Vitamin D anyways. https://t.co/aVSGw6LPhn"
3127,1469,"Novel coronavirus affects only elderly, not young people",1,"Novel coronavirus affects only elderly, not young people"
1965,1214,NEWS! Government’s Covid-19 alert level reduced from ‘Asleep’ to ‘Comatose’ https://t.co/0nFUq0jjdS https://t.co/L7rljjPtx5,1,NEWS! Government’s Covid-19 alert level reduced from ‘Asleep’ to ‘Comatose’ https://t.co/0nFUq0jjdS https://t.co/L7rljjPtx5
2272,1610,"Filming on new fall series ""The Walking Braindead"" begins https://t.co/UTdl6x4uHo #hollywood #coronavirus #ohio #horror #thewalkingdead",1,"Filming on new fall series ""The Walking Braindead"" begins https://t.co/UTdl6x4uHo #hollywood #coronavirus #ohio #horror #thewalkingdead"
5120,706,Only Canadian who supports reopening US border catapulted across Detroit River #cdnpoli #CODVID19 https://t.co/8FCqJ2qt9i,1,Only Canadian who supports reopening US border catapulted across Detroit River #cdnpoli #CODVID19 https://t.co/8FCqJ2qt9i
3071,5332,Pooled COVID-19 testing requires complex staff coordination but can provide reassurance to the community. https://t.co/0lMzr3kqN4 https://t.co/4lpwOhIDPW,0,Pooled COVID-19 testing requires complex staff coordination but can provide reassurance to the community. https://t.co/0lMzr3kqN4 https://t.co/4lpwOhIDPW
1199,2123,Ryanair cuts capacity again after 'government mismanagement of COVID travel policies' https://t.co/mebBMDfOGd,0,Ryanair cuts capacity again after 'government mismanagement of COVID travel policies' https://t.co/mebBMDfOGd
7649,204,Table that compares deaths from COVID-19 with other causes show the new coronavirus is harmless.,1,Table that compares deaths from COVID-19 with other causes show the new coronavirus is harmless.
1575,4000,_A video of a woman reciting Sanskrit verses has been viewed thousands of times on Facebook and Twitter alongside a claim that she was delivering sacred verses on a Spanish radio station during the novel coronavirus pandemic._,1,_A video of a woman reciting Sanskrit verses has been viewed thousands of times on Facebook and Twitter alongside a claim that she was delivering sacred verses on a Spanish radio station during the novel coronavirus pandemic._
706,108,Public Health England's weekly #coronavirus report shows a rise of almost 23% in rhinovirus infections which include the common cold in the last week https://t.co/N6jzZYU7lJ,0,Public Health England's weekly #coronavirus report shows a rise of almost 23% in rhinovirus infections which include the common cold in the last week https://t.co/N6jzZYU7lJ
1022,2018,"Collective consciousness"" on ACE-2 receptors kills Coronavirus.",1,"Collective consciousness"" on ACE-2 receptors kills Coronavirus."
8482,4546,Coronavirus: Scotland bans household visits as COVID-19 rules tightened https://t.co/awT1SYhanE,0,Coronavirus: Scotland bans household visits as COVID-19 rules tightened https://t.co/awT1SYhanE
1197,3607,Suspected Corona patient in Hajipur Jail,1,Suspected Corona patient in Hajipur Jail
1345,1928,"FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek
this Sat. for slaughter. Gentleman died due to COVID-19 and his son 
wants nothing to do with them.",1,"FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek
this Sat. for slaughter. Gentleman died due to COVID-19 and his son 
wants nothing to do with them."
3282,2105,After running near 20% for most of April the cumulative positive rate has fallen a couple percent. All of these things are good signs even if we did add more than 27k positive cases to the rolls.,0,After running near 20% for most of April the cumulative positive rate has fallen a couple percent. All of these things are good signs even if we did add more than 27k positive cases to the rolls.
538,5016,Chicken Crosses Road: Questioned For Crow-Ona Virus Violation https://t.co/uDFSMrDU60 #foghornleghorn #heneryhawk,1,Chicken Crosses Road: Questioned For Crow-Ona Virus Violation https://t.co/uDFSMrDU60 #foghornleghorn #heneryhawk
7354,5970,1 in 4 people hospitalized with #COVID19 in Georgia during March 2020 were under age 65 and had no high-risk medical conditions. Social distancing is important to protect everyone. Learn more from @CDCMMWR: https://t.co/Za5195Kas3. https://t.co/S313VrtMbv,0,1 in 4 people hospitalized with #COVID19 in Georgia during March 2020 were under age 65 and had no high-risk medical conditions. Social distancing is important to protect everyone. Learn more from @CDCMMWR: https://t.co/Za5195Kas3. https://t.co/S313VrtMbv
4574,1615,Scientists are expressing cautious optimism that a coronavirus vaccine can be ready to go by the late spring of 2021 although it’s unclear how much longer it would take to distribute the vaccine widely. https://t.co/sSTQJHMMiG https://t.co/IqF5yEmESA,1,Scientists are expressing cautious optimism that a coronavirus vaccine can be ready to go by the late spring of 2021 although it’s unclear how much longer it would take to distribute the vaccine widely. https://t.co/sSTQJHMMiG https://t.co/IqF5yEmESA
